"","Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"17","AARD",7.52702355164228,-2.36340823478899,0.258195542025509,-9.15355941565983,5.50878742341305e-20,3.16942142091278e-19
"18","AARS",5810.21778080998,0.806611869261863,0.0726879646711829,11.0969109248101,1.2985474778589e-28,1.2819943988338e-27
"19","AARS2",838.591669983618,0.30941841643769,0.0942288486836587,3.28369093711902,0.00102457214433465,0.0016543952913233
"20","AARSD1",145.83831766661,0.724560516871405,0.11140123547607,6.5040617707247,7.81797693519958e-11,2.36786976424857e-10
"21","AASDH",331.097296835112,0.0506968719131141,0.0753787669919993,0.672561703198131,0.501226172688591,0.545269521837675
"22","AASDHPPT",1050.45046267779,0.549446075172144,0.0778945016214124,7.05372091399461,1.74195594144199e-12,5.94114512825207e-12
"23","AASS",94.9446768080598,-0.201685797571474,0.182472494228934,-1.10529424406527,0.269032111212454,0.310771207401378
"24","AATF",2662.95042055671,0.72315138066621,0.0796911919732203,9.07442043167356,1.1428408495305e-19,6.44191546988594e-19
"25","AATK",385.825427673088,0.156727362158635,0.235390561868529,0.665818378249895,0.505527196391819,0.549384684949166
"26","ABAT",1028.87826822636,-0.517229862732311,0.200128538515102,-2.58448828223107,0.00975236183168056,0.0140165925791996
"27","ABCA1",847.858345774831,-1.03136862265987,0.150919176224599,-6.83391367790785,8.26287570177313e-12,2.68634530913885e-11
"28","ABCA10",39.3984250252509,-1.53539152810493,0.20310115450017,-7.55973806196974,4.03881858215555e-14,1.56219844861893e-13
"29","ABCA12",73.0788381853939,3.93819666213417,0.415986346079244,9.46712962877863,2.87639006528977e-21,1.79768388937845e-20
